athlete_id,name,matched_university
77932,Pam Page,Wesleyan College
44698,David Johnson,West Virginia University
42264,Richard Barnett,Methodist College
78581,Chris Huffins,Eastern Michigan University
45150,Duncan Armstrong,University of Florida
36165,Blair Horn,York University
27802,Clint Peay,University of Richmond
54948,Harold McCallister,Stanford University
65843,Rosey Edeh,Rice University
40797,Ted Mittet,Western Washington University
103420,Darian Townsend,University of Florida
83007,Erin Warren,Eastern University
95630,Jack Mulhern,Suffolk University
900779,Albert Hatfield,Cornell University
51472,Dave Lyons,Yale University
81990,Imogene Opton,Mount Holyoke College
78494,Percy Hagerman,Occidental College
20997,Helena Dow,Hofstra University
40618,Jim Dietz,Eastern University
77918,Eleanor Montgomery,Tennessee State University
97663,Garth Snow,University of Maine
921322,Edmond Virieux,The School of Architecture
57035,Sam Walker,Southern Methodist University
78424,Steve Fritz,Kansas State University
89470,David Lawrence,Dartmouth College
78832,Rob Muzzio,George Mason University
8712,Jay Lambert,University of Utah
79184,Ted Wheeler,University of Iowa
51577,Bo Stassforth,University of Iowa
5587,Gord Aitchison,Assumption University
20430,Otto Steffers,University of Mary
921517,Gavin Hadden,Cornell University
44583,Gloria Parmentier,Tennessee State University
23656,Cliff Bayer,University of Pennsylvania
902368,Bud Hollowell,University of Florida
78111,Jerome Biffle,University of Denver
40512,Laura Staines,University of Pennsylvania
78632,Al Joyner,Kansas State University
2303124,George Seed,Syracuse University
78921,Tom Pukstys,University of Florida
110238,Kathleen Kauth,Brown University
66022,Bishop Dolegiewicz,Southern Utah University
923373,Cliff Blair,Boston University
60603,John Craige,Swarthmore College
78765,Vern McGrew,Rice University
77985,Lois Testa,Rhode Island College
3266,Fred Ingaldson,Montana State University
2203,Judi Adams,Unity College
64727,Al Lawrence,University of Houston
40698,Doug Herland,Pacific Lutheran University
37310,Rowland George,Lincoln College
51256,Jack Babashoff,The University of Alabama
5247,Bridgette Gordon,Wichita State University
49718,Ulpiano Babol,Eastern University
78548,Paul Herman,Westmont College
68617,Audrey Brown,National University
51095,Clara LaMore,Providence College
100711,Bill Guerin,Boston College
51297,Walter Colbath,Northwestern University
2302139,Syd Heap,Trinity College
110399,J. P. Kepka,Northern Michigan University
6383,Dean Kelley,University of Kansas
78657,Jeff Kirk,Temple University
51250,Suzanne Zimmerman,Willamette University
27747,Steve Gay,Westmont College
36280,Geoffrey Taylor,Trinity College
102172,Julie Chu,Union College
66133,Ray Lewis,Marquette University
37502,Michael Warriner,Trinity College
23650,Frank Anger,Massachusetts Institute of Technology
3220,"Jeff Alkire, II",University of Miami
40763,Daniel Lyons,Drexel University
51509,Forbes Norris,Harvard University
37471,Robert Somers-Smith,Magdalen College
79005,Fred Schule,The University of Montana
27699,John Bocwinski,Carthage College
78440,Robert Gary,Furman University
27770,Kasey Keller,University of Portland
85950,Jack Garrity,Boston University
72379,Fumi Kojima,National University
57680,Alexis Vila,Michigan State University
51247,Wendy Wyland,Rochester Institute of Technology
6129,Cal Fowler,St. Francis College
53260,Mary Perry,Southern Oregon University
33543,Ben Campbell,San Jose State University
60567,Ed Banach,University of Iowa
78364,Dave Edstrom,University of Oregon
40897,Andrew Sudduth,Harvard University
11530,Derek Allhusen,Trinity College
900745,Diana Golden,Dartmouth College
95305,Shawn McEachern,Boston University
27783,Brian Maisonneuve,University of Louisville
77643,Robert' Shavlaq'adze,University of Georgia
86502,Chris Hastings,University of Vermont
27846,Jim Zylker,San Jose State University
78498,Tony Hall,Norfolk State University
16997,Danny Van Haute,Northeastern Illinois University
32948,Carol Peterka,Hofstra University
78594,Allen James,Western Washington University
45272,Jason Plummer,Stanford University
78831,Mark Murro,Unity College
32932,Lisa Eagen,Iowa State University
96048,Weldy Olson,Michigan State University
104325,Aquil Abdullah,George Washington University
100461,Katie King,Brown University
700262,Leonard Dawe,Emmanuel College
40514,Cathy Symon,University of the Sciences
86381,Chris Haines,Fort Lewis College
71507,Alister Clark,Methodist College
71589,Jimmy Reardon,Villanova University
33533,Pat Burris,University of Northern Colorado
59866,Makharbek Khadartsev,National University
78801,William Moloney,University of Chicago
78298,Ira Davis,La Salle University
63638,Victor Sheronas,University of Pennsylvania
40709,Walter Hoover,Syracuse University
79128,Joe Tierney,Yale University
35165,George Patton,Virginia Military Institute
110779,Shauna Rohbock,Brigham Young University
50976,Melissa Briley,University of Miami
78471,Alex Grant,University of Pennsylvania
40820,John Nunn,Cornell University
65869,Molly Killingbeck,York University
902346,Jack Clement,Canisius College
6284,Grant Hill,Duke University
5508,Sheryl Swoopes,Texas Tech University
77978,Judi St. Hilaire,University of Vermont
69118,Roly Harper,Manchester University
920453,Heather Child,Westminster College
51088,Mitzi Kremer,Clemson University
86277,Paul Guay,Providence College
78713,Danny Lopez,University of Oregon
11148,Dan Schnurrenberger,University of Mary
96049,Bill Olson,University of Denver
78604,Eldon Jenne,Pacific University
68934,Guy Butler,Trinity College
40943,Robert Zagunis,Oregon State University
44598,Ben Amonette,Radford University
85339,David Dunn,Marquette University
902344,Rolf Carlsten,University of Pennsylvania
102357,Mike York,Michigan State University
37277,Robert Cudmore,Magdalen College
40829,Mike Peterson,Hofstra University
77894,Mabel Landry,DePaul University
66213,Don Pettie,Drake University
20340,Gina Buggy,Ursinus College
95739,Dick Nalley,University of Indianapolis
47200,Jack Besford,Manchester University
34527,Johnny Watts,Oregon State University
78835,McClinton Neal,The University of Texas at Arlington
102352,Chris Drury,Boston University
96835,Claude Richer,Lawrence University
78982,Jason Rouser,University of South Florida
53278,Aldis Berzins,San Diego State University
33023,Joel Voelkert,Furman University
78691,George Lermond,Boston College
78267,Nick Costes,Boston University
60618,Rob Eiter,University of Pennsylvania
84923,Dave Cruikshank,Carroll College
27673,Michelle Akers,University of Central Florida
72445,Kwon Tae-Ha,University of Southern California
20337,Beth Anders,Old Dominion University
72255,James Beckford,Unity College
85624,John Farra,University of Utah
5156,Cathy Boswell,Illinois State University
36042,Heather McDermid,Rice University
23659,Millard Bloomer,Columbia College
98974,Joe Pete Wilson,Lawrence University
60684,Abdurrahim Kuzu,University of Nebraska at Omaha
923300,Hugo Nutini,George Washington University
85304,Herb Drury,University of Southern California
20356,Leslie Lyness,Philadelphia College of Osteopathic Medicine
5654,Kurt Bachmann,La Salle University
98873,Eric Weinrich,University of Maine
78090,Irv Baxter,Trinity College
77984,Jo Ann Terry-Grissom,Tennessee State University
72295,Dennis Johnson,San Jose State University
92128,Todd Marchant,Clarkson University
78427,John Fuhrer,Southwestern College
51158,Kristine Quance,University of Southern California
40475,Barbara Kirch,University of Pennsylvania
902495,Dick Squires,Williams College
78622,Deacon Jones,University of Iowa
15593,Ralph Mecredy,Trinity College
23653,Thomas Balla,University of Pennsylvania
66512,Guo Jie,King University
78852,Dan O'Brien,University of Idaho
27733,John Doyle,University of San Francisco
79152,George Varnell,Gonzaga University
78004,Amber Welty,Idaho State University
98775,Ralph Wakley,University of Utah
17990,Edmond Bury,Trinity College
11070,Lester Cutler,University of Iowa
78868,Whitey Overton,Auburn University
78621,John Johnstone,Worcester Polytechnic Institute
99909,Bob Olesen,University of North Carolina at Charlotte
60661,Bryan Hines,Northwestern University
51546,Rich Saeger,Southern Methodist University
51126,Betsy Mitchell,Allegheny College
78085,Kenneth Bartlett,University of Oregon
81744,Margie Mahoney,Methodist University
99273,Luigi Zucchini,Michigan State University
61467,Ian Bruce,Trinity College
78000,Tisha Waller,Clark University
69428,Reginald Revans,Southern Methodist University
51037,Susan Gray,Northwestern University
40707,Adam Holland,Boston University
97972,Kip Sundgaard,University of Utah
78077,John Barnes,Occidental College
35169,Mike Storm,University of Pennsylvania
81759,Maria Maricich,Life University
61640,Don Cohan,University of Pennsylvania
40449,Shelagh Donohoe,University of Rhode Island
902438,Art Beard,University of Pennsylvania
47250,George Dockrell,Trinity College
69199,Tim Johnston,Trinity College
20434,Phil Sykes,Towson University
7351,Jerry West,West Virginia University
40803,Michael Moore,Temple University
53285,Smitty Duke,University of Dallas
902369,Richard Hanna,Stanford University
85920,Andre Gambucci,Colorado College
31379,John Mais,University of Pennsylvania
85914,Joe Galanes,University of Vermont
84940,Mike Curran,University of North Dakota
40842,Bill Purdy,University of Pennsylvania
78797,Edmund Minahan,Manhattan College
6955,Mitch Richmond,Unity College
60677,Bill Kerslake,Case Western Reserve University
78091,Bob Beamon,The University of Texas at El Paso
78904,Fritz Pollard,University of North Dakota
2749,Michael Chang,Biola University
84861,Tom Corcoran,Dartmouth College
29268,Dominique Moceanu,Carroll University
78392,Donald Favor,University of Maine
902324,John Schommer,University of Chicago
51064,Trina Jackson,University of Arizona
13490,Dick Ball,University of Denver
80812,Susan Charlesworth,Middlebury College
32950,Barbara Schaaf,Northwestern College
20353,Chris Larson Mason,Williams College
95952,Terry O'Malley,Notre Dame College
84385,Irving Brokaw,New York Law School
2251,Edward Weston,University of Chicago
105708,Jarred Rome,Boston University
5391,Kim Mulkey,Baylor University
96733,Dan Ratushny,Cornell University
69457,Edward Ryle,Trinity College
23657,Tamir Bloom,University of Pennsylvania
20984,Tatyana Adamovich,Pace University
89636,John Lilley,Boston University
86276,Adriano Guarnieri,National University
33298,Colleen Rosensteel,University of Florida
51202,Carrie Steinseifer,Oregon State University
100366,Laura Schuler,Eastern University
48889,Tsuyoshi Yamanaka,University of Southern California
84685,Rick Chaffee,University of Denver
51321,Scott Donie,Southern Methodist University
902264,Milton Hand,University of Southern California
51962,Barbra Fontana Harris,Santa Clara University
20377,Andrea Wieland,University of Iowa
50994,Carin Cone,University of Houston
6085,Patrick Ewing,Smith College
282,S. M. Hadi,University of Pennsylvania
61849,Peter Dix,Trinity College
16802,Anatoly Chukanov,National University
84206,Liston Bochette,University of Florida
29586,Fernando Lecuona,Florida State University
16742,Carl Sundquist,Butler University
23776,Brooks Parker,University of Pennsylvania
2231,Ed Eliason,Western Washington University
48572,Angelo Romani,Yale University
60600,Steve Combs,University of Iowa
51412,Gary Ilman,The University of Alabama
51971,Mike Whitmarsh,University of San Diego
78539,Frederick Hedlund,Boston University
40499,Jan Palchikoff,Syracuse University
81893,Cammy Myler,Boston College
82468,Ruth-Marie Stewart,Dartmouth College
23750,Mike Marx,Portland State University
51159,Trina Radke,Southern Connecticut State University
57493,Armand Bernard,Unity College
78756,Walter McClure,University of Oregon
83743,Adrian Aucoin,Boston University
921560," Lockwood, Greene & Co.",Yale University
2788,Nathaniel Semple,William Jewell College
77869,Tanya Hughes,University of Arizona
8728,Wilbert McClure,Eastern University
95334,Joe McNulty,Middlebury College
77974,Pam Spencer,Seattle Pacific University
902370,Fred Heringer,Stanford University
83865,Jim Barrows,University of Denver
62875,Kevin Mahaney,Middlebury College
902376,Bob Karlblom,University of Chicago
87190,Monty Hoyt,University of Denver
44754,John Satterwhite,Washington State University
60710,Lee Merrill,Syracuse University
31302,Tom Connolly,United States Naval Academy
42388,Charles Nix,Trinity College
44765,T. D. Smith,Abilene Christian University
82548,Laurie Tavares,Lawrence University
45287,Jon Sieben,The University of Alabama
51400,Bill Heusner,Michigan State University
23808,Donald Thompson,University of Chicago
69548,Ron Unsworth,Manchester University
77838,Kim Gallagher,University of Arizona
77877,Julie Jenkins,Brigham Young University
77800,Iris Davis,Tennessee State University
902341,Jeff Branson,University of West Alabama
40572,Gardner Cadwalader,University of Pennsylvania
56992,Mike Karchut,Case Western Reserve University
78097,Earl Bell,Kansas State University
66673,José Domingo Sánchez,National University
78593,Clare Jacobs,Albion College
5959,Kenny Davis,Georgetown College
84821,Chris Coleman,Binghamton University
87670,Joe Juneau,Rensselaer Polytechnic Institute
37404,James Macnabb,Trinity College
40771,Tony Martin,University of Pennsylvania
87614,Marshall Johnston,University of Denver
78953,Carl Ring,University of Maine
83791,Sherwin Badger,Harvard University
78920,William Prout,Brown University
22146,Martin Holt,Trinity College
42743,Gábor Balla,University of Mary
51968,Carl Henkel,University of San Diego
1383,Dionna Harris,Temple University
40484,Stephanie Maxwell-Pierson,Cornell University
44747,Philip Roettinger,Ohio Wesleyan University
78964,Mack Robinson,University of Oregon
36306,"Joe Wright, Sr.",University of Pennsylvania
71640,Vilhjálmur Einarsson,Dartmouth College
23687,Michael Dasaro,New York University
51518,Reid Patterson,University of Georgia
28224,Ernestine Russell-Carter,Michigan State University
923328,Sam LaBeach,Morgan State University
51529,Steve Rerych,Duke University
97475,Jack Shea,Dartmouth College
60561,Anthony Amado,Portland State University
32946,Pat Neder,Winona State University
69388,Mark Pharaoh,Manchester University
78824,David Munson,New York Law School
64687,Kevan Gosper,Michigan State University
78571,Bill Horr,Syracuse University
47201,Gary Binfield,Brown University
84304,Jay Bowerman,University of Oregon
78218,Matt Centrowitz,University of Oregon
11152,Tom Southworth,Cornell University
71557,Conor McCullough,Boston University
77900,Anne Marie Lauck,Wake Forest University
31401,Artie Pitt,University of Iowa
77919,Janet Moreau,Boston University
51241,Jeanne Wilson,The University of Alabama
78915,Steve Prefontaine,University of Oregon
902275,Rudy Rintala,Stanford University
54942,Bill Kooistra,Northwestern University
81422,Candy Jones,University of Vermont
32955,Richard Abrahamson,University of Oregon
18841,Jon Potter,Hampton University
53240,Caren Kemner,Culver-Stockton College
33507,Joe Bost,Temple University
17992,Evan Noel,Trinity College
7141,"Charles E. Smith, IV",Boston University
1415,Leah O'Brien-Amico,University of Arizona
40504,Tracy Rude,Syracuse University
23654,Ed Ballinger,New York University
100084,Patrick Weaver,University of Vermont
77901,Carol Lewis,University of Houston
78066,George Baird,University of Iowa
99733,Michele Taggart,Oregon State University
79131,Les Tipton,University of Oregon
78253,Mike Conley,University of Arkansas
23695,Bob Dow,New York University
40835,Michael Plumb,Syracuse University
29289,Hope Spivey,University of Georgia
78143,John Bray,Williams College
921468,Roger Noble Burnham,Harvard University
902413,Cory Snyder,Brigham Young University
92179,Red Martin,Boston College
5364,Suzie McConnell,Duquesne University
77983,Connie Teaberry,University of Toledo
82334,Mary Seaton,University of Vermont
40856,Chris Sahs,Brown University
33022,Chip Van Os,Southern Methodist University
78724,Bruce MacDonald,New York University
902404,Jack Riley,Seton Hall University
51067,Barbara Jensen,Xavier University
6339,K. C. Jones,Brandeis University
51224,Lynn Vidali,San Jose State University
51311,Rick DeMont,University of Arizona
27841,Mike Windischmann,Adelphi University
51210,Jill Sudduth,San Jose State University
54955,Jim Norris,Unity College
78708,Jud Logan,Ashland University
85184,Mike Devecka,Fort Lewis College
17993,Vane Pennell,Trinity College
23785,Ed Richards,Boston University
6828,Gary Payton,Oregon State University
6876,R. C. Pitts,University of Arkansas
97157,Gene Sandvig,Gustavus Adolphus College
78907,Dave Popejoy,Stanford University
50998,Candy Costie,University of Arizona
122,Max Woosnam,Trinity College
81273,Anne Heggtveit,Trinity University
51122,Whitney Metzler,Pace University
78339,Howard Drew,Drake University
85913,Jim Galanes,Pacific University
23775,"Joseph Paletta, Jr.",New York University
40728,Luther Jones,University of Pennsylvania
23771,Chris O'Loughlin,University of Pennsylvania
69349,Philip Baker,Haverford College
11101,John Holland,The University of Montana
11054,Curt Bader,Iowa State University
69523,Harry Tarraway,Hampton University
32964,Greg Caccia,Pfeiffer University
126752,Trevor Moore,Smith College
53294,Jack Henn,San Diego State University
921643," Rebori, Wentworth & Dewey",Massachusetts Institute of Technology
11329,Patricia Galvin de la Tour d'Auvergne,Sweet Briar College
79081,Jim Spivey,University of Chicago
61388,Christopher Boardman,Trinity College
45962,Cam Henning,The University of Alabama
87336,Chris Imes,University of Maine
78211,Ed Caruthers,University of Arizona
69175,Eric Hussey,Gordon College
6249,George Hallaq,University of Idaho
23648,Philip Allison,Cornell University
5600,Steve Alford,University of Iowa
60721,Gary Neist,Luther College
27727,Art Demling,Michigan State University
40896,"John Strotbeck, III",Marietta College
20382,Bill Boddington,Colorado College
45811,Anne Jardin,University of Houston
63904,Jim Thompson,University of Pennsylvania
1216,Carroll Morgan,Xavier University
40445,Jennifer Corbet,Oregon College of Oriental Medicine
50949,Crissy Ahmann-Leighton,University of Arizona
78156,John Brooks,University of Chicago
33018,Bob Sparks,Seton Hall University
78648,Gary Kinder,University of Mississippi
37381,Duncan Mackinnon,Magdalen College
77890,Sandy Knott,Gonzaga University
11698,Jack Burton,Michigan State University
78518,Danny Harris,Iowa State University
83731,Mark Astley,Lake Superior State University
921436,William Aldrich,Massachusetts Institute of Technology
61530,Selwin Calverley,Trinity College
60767,John Spellman,Brown University
921595,Henry Poore,University of Pennsylvania
902389,Billy Masse,Wake Forest University
97455,Wayne Seybold,Wesleyan University
97049,Oddvar Rønnestad,University of Denver
85387,Gordi Eaton,Middlebury College
45852,Anne Ottenbrite,University of Southern California
78171,Ray Buker,Boston University
78553,Ralph Hill,University of Oregon
44573,Terry Carlisle,Old Dominion University
5165,Vicky Bullett,University of Mary
5773,Vince Boryla,University of Denver
101273,Werner Hoeger,Boise State University
51059,Nancy Hogshead,Duke University
78173,Jervis Burdick,University of Pennsylvania
921798,Elie Cristo-Loveanu,New York University
63234,Bill Parks,Illinois Institute of Technology
33017,Kevin Serrapede,Adelphi University
20379,Mohammed Barakat,Boston University
18237,Dudley DeGroot,University of Rochester
6738,Arnd Neuhaus,Duquesne University
902474,Rob Roy,Johns Hopkins University
79067,Willie Smith,Auburn University
78808,Oscar Moore,Rowan University
35142,Brookner Brady,San Francisco State University
5639,Tate Armstrong,Duke University
78261,Mark Coogan,University of Mary
40834,Thomas Pierie,Cornell University
29223,Marian Barone,Marshall University
79064,Tommie Smith,Oberlin College
53250,Melissa McLinden,University of Arizona
87518,Hayes Jenkins,Colorado College
51138,Barbara Nejman,Unity College
51512,Jon Olsen,The University of Alabama
78460,Herman Goffberg,Eastern Michigan University
23739,Dave Littell,Haverford College
83094,Betsy Youngman,Bowdoin College
40911,Douglas Turner,Brown University
65570,Ary Façanha,National University
54255,Noel Purcell,Trinity College
902476,Spencer Spaulding,Rensselaer Polytechnic Institute
60740,Brad Rheingans,Dakota State University
890212,Francis Brewster,Trinity College
21414,Percy Nobbs,The School of Architecture
56997,Arn Kritsky,George Mason University
95772,Tom Neely,George Washington University
78046,Clifford Argue,Occidental College
60974,Allison Jolly,University of South Florida
89513,Brian Leetch,Boston College
51533,Wally Ris,University of Iowa
87248,Paul Hurley,Boston College
78207,Preston Carrington,Unity College
78291,Cliff Cushman,University of Kansas
34096,Jason Morris,Syracuse University
53297,John Hyden,San Diego State University
66201,Lee Orr,Washington State University
11166,Elliot Weintrob,University of Mary
20373,Liz Tchou,University of Iowa
53225,Patti Bright,Pepperdine University
54964,Terry Schroeder,Pepperdine University
72565,Sueo Oe,National University
60688,Gerry Leeman,Lehigh University
8719,Sugar Ray Leonard,University of Mary
72299,Byron LaBeach,Morgan State University
85979,"Bob Gaudreau, Sr.",Brown University
73289,Jean-Louis Ravelomanantsoa,Westmont College
37433,Eric Powell,Trinity College
7298,Juan Vicéns,Kansas State University
36219,Glen Mervyn,Harvard University
99473,Alex Shaffer,University of Utah
32987,Robert Hillery,Unity College
7070,Willard Schmidt,Creighton University
6338,Dwight Jones,University of Houston
36294,William Wadsworth,Trinity College
40749,"James Lawrence, Jr.",Trinity College
40513,Nancy Storrs,Williams College
84194,Ray Blum,New Jersey Institute of Technology
78988,Arthur Sager,Bates College
12402,Richard Meade,Magdalen College
17980,Vivian Lockett,Trinity College
36016,Carol Colgan,University of Pennsylvania
23791,Peter Schifrin,Boston University
72449,Masao Harada,National University
100363,Karen Nystrom,Eastern University
18229,Terry Allen,United States Military Academy
77965,LaTanya Sheffield,San Diego State University
2778,Sean O'Neill,Portland State University
51264,Dave Berkoff,The University of Montana
36229,Carl Ogawa,University of Pennsylvania
50984,Florence Chambers,Brigham Young University
37516,William Woodward,Rhodes College
40519,Chari Towne,University of Pennsylvania
53284,Wink Davenport,Wesleyan University
72750,Paul Ereng,The University of Texas at El Paso
922413,J. Stanley Edwards,University of Denver
40471,Kristine Karlson,Williams College
27684,Tiffany Roberts,Virginia Commonwealth University
1202561,Lord Brabazon of Tara,Trinity College
78919,Walter Pritchard,Hamilton College
51100,Lisa Lindstrom,New York University
6969,Alvin Robertson,University of Arkansas
78215,Ollan Cassell,University of Houston
99333,John Aalberg,University of Utah
84920,Ted Crowley,Boston College
95310,Dick McGlynn,Colgate University
20426,Charles Sheaffer,University of Pennsylvania
23767,John Nonna,New York University
78587,Frank Hussey,Boston College
29267,Phoebe Mills,University of Vermont
76913,Hasely Crawford,Eastern Michigan University
79174,William Weigle,Dickinson College
23710,Gene Glazer,New York University
51226,Allison Wagner,University of Florida
100722,Keith Carney,University of Maine
69146,Ron Hill,Manchester University
18829,Richard Norris,Trinity College
78183,Edward Bushnell,University of Pennsylvania
78242,Clyde Coffman,University of Kansas
78755,Thaddeus McClain,University of Pennsylvania
60708,Peter Mehringer,University of Kansas
44886,David Westerhout,University of Houston
74549,Simeon Toribio,University of Southern California
22203,Pierre Turquet,Trinity College
5216,Anne Donovan,Old Dominion University
51627,Bill Yorzyk,Springfield College
20442,Steve Wagner,Temple University
78750,Anthuan Maybank,University of Iowa
101045,Prawat Nagvajara,Eastern University
920469,David Evans,Cranbrook Academy of Art
79098,Herman Stokes,San Jose State University
78149,Tim Bright,Lewis & Clark College
51113,Tracey McFarlane,University of Central Florida
60577,Jeff Blatnick,Springfield College
921640,Adolph Weinman,Union College
23801,Ralph Spinella,Quinnipiac University
2217,Luann Ryon,Unity College
35140,Hale Baugh,University of Florida
27796,Bruce Murray,Clemson University
75025,Rolando Cruz,Villanova University
77799,Bonnie Dasse,San Diego State University
13003,Hugh Wiley,University of Mary
40476,Michelle Knox-Zaloom,George Washington University
70959,Ralph Gomes,Howard University
77788,Chandra Cheeseborough,Tennessee State University
95592,Terry Morse,Middlebury College
20346,Tracey Fuchs,University of Connecticut
2746,Alphonzo Bell,Occidental College
89599,Doug Lewis,University of Vermont
40823,Ted Patton,Brown University
11147,Philip Rogosheske,Gustavus Adolphus College
47834,Erik Hochstein,University of Southern California
40546,Bruce Beall,Boston University
78829,Tom Murphy,Manhattan College
68940,Menzies Campbell,St. Andrews University
80759,Donna Burke,Unity College
40768,"Pat Manning, Jr.",Eastern University
20412,Randy Lipscher,Carnegie Mellon University
17142,Andrew Weaver,University of Florida
62258,John Hamber,San Jose State University
62591,John Kerr,York University
902357,Jesse Finch,University of Georgia
77912,Florence MacDonald,Boston University
40479,Joan Lind,Thomas College
40877,Jon Smith,Brown University
61196,Tor Arneberg,Dartmouth College
56983,Gary Gubner,New York University
89553,Éric Lemarque,Northern Michigan University
98938,Kyle Wieche,University of Utah
23756,Chauncey McPherson,University of Pennsylvania
77870,Jackie Humphrey,Eastern Kentucky University
921578,Frank Molther,Cornell University
71583,Niall O'Shaughnessy,University of Arkansas
95574,Jimmy Morgan,Washburn University
78311,Arthur Dearborn,Wesleyan University
85738,Joe Fitzgerald,Boston College
37457,Terence Sanders,Trinity College
44636,Art Cook,University of Mary
21001,Judy Goodrich,Michigan State University
37215,Richard Beesly,Cambridge College
98224,Chris Therien,Providence College
99907,Darrin Steele,Unity College
45781,Nikki Dryden,Brown University
902400,Pat Pacillo,Seton Hall University
69077,Chris Goudge,Manchester University
51129,Mary Montgomery,Florida State University
51423,William Johnson,University of Southern California
29266,Shannon Miller,University of Houston
81274,Beth Heiden,University of Vermont
84858,James Copley,University of Vermont
78175,Tom Burke,Boston University
16555,Nathan Sheafor,University of Kansas
921527,Jessie Herron,Stanford University
31322,Jack Galbraith,Duke University
40746,Jamie Koven,Brown University
23804,James Strauch,Georgetown University
83046,Laura Wilson,University of Vermont
27692,Walter Bahr,Temple University
97474,Jim Shea,University of Denver
33014,"Richard Schlesinger, Jr.",Kansas State University
921641,Eugen Weisz,Pennsylvania Academy of the Fine Arts
6320,Luke Jackson,American University
102078,Isabelle Chartrand,Lawrence University
78576,Robert Howard,University of Arkansas
40831,Jeff Pfaendtner,University of Pennsylvania
11160,Ronald Urick,Northern Michigan University
95264,Fotis Mavriplis,University of Wyoming
6973,Jack Robinson,Baylor University
40495,Sue Morgan,Temple University
23795,Lee Shelley,Princeton University
115648,César Cielo Filho,Auburn University
78967,Kevin Robinzine,Southern Methodist University
15066,Alan Kingsbery,Carthage College
8703,Reggie Jones,Shaw University
44643,Charvin Dixon,University of South Dakota
78754,Chris McCarthy,University of Chicago
84400,Greg Brown,Boston College
78423,Harry Frieda,University of Chicago
87424,Tom Jacobs,Middlebury College
40664,Wayne Frye,Unity College
37466,Ralph Shove,Trinity College
77855,Joan Hansen,University of North Texas
78276,Mark Crear,Unity College
900813,Dale Womack,Fort Lewis College
53318,Tom Sorensen,Pepperdine University
78296,Calvin Davis,Unity College
40876,Don Smith,Syracuse University
96908,Dick Rodenhiser,Boston University
60558,Charley Ackerly,Cornell University
44692,"Allen Haas, III",University of Florida
77762,Jeanette Bolden,University of Central Florida
27808,Cam Rast,Santa Clara University
78137,Everett Bradley,University of Kansas
96952,Doug Ross,Lake Superior State University
40658,Jack Frackleton,Merrimack College
40441,Tina Brown,George Washington University
45163,Neil Brooks,University of Arkansas
51420,Patrick Jeffrey,Florida State University
32947,Karyn Palgut,Florida State University
97065,Dave Sacco,Boston University
65829,Angela Chalmers,Northern Arizona University
63421,Morgan Reeser,University of Miami
921480,Berton Crandall,Stanford University
51049,Jo Harshbarger,Stanford University
5961,Ed Dawson,Assumption University
60966,Joyce Horton,University of Utah
900759,Eva Seeley,Eastern University
51323,Larry Dowler,The University of Texas at Arlington
921583,Hugo Nicholson,Syracuse University
902269,John Madden,Yale University
3258,Chris Wimmer,Wichita State University
78274,John Craft,Eastern Illinois University
100462,Shelley Looney,University of Vermont
23752,George Masin,New York University
15681,Bob Mionske,Willamette University
7140,Charles D. Smith,Seton Hall University
11068,Ray Clark,University of Mary
53310,Danny Patterson,San Diego State University
32924,Reita Clanton,Tennessee State University
40458,Carlie Geer,University of Vermont
97842,Kevin Stevens,Boston College
61073,Louise Van Voorhis,Brown University
77821,Sandra Farmer-Patrick,University of Arizona
79096,Bill Stevenson,Oberlin College
97314,Curt Schreiner,Northern Michigan University
23668,Scott Breckinridge,University of Kentucky
78429,Ivan Fuqua,Brown University
78562,Bill Hogenson,University of Chicago
96973,Paul Rowe,Boston University
77879,Pam Jiles,Dillard University
902458,Donaldson Kelly,Washington College
69310,Dick Miller,Trinity College
62386,"William Horton, Jr.",University of Utah
85693,Chuck Ferries,University of Denver
40543,Seth Bauer,Yale University
7139,Adrian Smith,University of Kentucky
96953,"Elbridge Ross, Jr.",Colby College
78996,Steve Savage,University of Oregon
53257,Nancy Owen,Marymount University
11170,Alan Whitney,University of Mary
27837,Dante Washington,Radford University
97497,Brian Shimer,Morehead State University
66424,Chen Yueling,Brigham Young University
78612,Dave Johnson,Corban University
85207,Dan Dilworth,Unity College
20990,Vinnie Bradford,San Jose State University
51330,Bill Farley,Eastern Michigan University
79148,Andrew Valmon,University of Mary
96951,Don Ross,University of North Dakota
56987,Thomas Ingalsbe,University of Georgia
6957,Carl Ridd,Drew University
101342,Travis Mayer,Cornell University
78006,Kathy Weston,Oregon State University
83832,Judd Bankert,Western Washington University
890872,James Jameson,Princeton University
37506,Henry Wells,Magdalen College
5493,Dawn Staley,Temple University
45842,Anne Montminy,New York University
78037,Bill Alley,Syracuse University
95315,Marty McInnis,Boston College
59195,Kim Won-Gi,National University
40809,John Mulcahy,Seton Hall University
44779,Michael Thompson,George Mason University
69618,Hedges Worthington-Eyre,Trinity College
61313,Bill Bentsen,Beloit College
921568,Francis Magoun,Harvard University
44649,Dan Durben,Black Hills State University
37508,Harold West,Magdalen College
27803,Hugo Perez,University of San Francisco
44750,John Rost,West Virginia University
902541,Lynnette Love,Howard University
78088,Michael Bates,University of Arizona
72324,George Rhoden,Morgan State University
27822,Zenon Snylyk,University of Rochester
7199,Mike Sylvester,University of Dayton
921636,Horace Trumbauer,Duke University
