athlete_id,name,matched_university
96715,Jay Rand,University of Vermont
84666,Lenny Ceglarski,Boston College
96905,"Bob Rock, Jr.",The University of Montana
921477,Eben Comins,Wellesley College
27844,Fred Zbikowski,Montclair State University
96643,Ken Purpur,University of North Dakota
105621,Jamie Nieto,Eastern Michigan University
50991,Eleanor Coleman,Duke University
901538,Roy Whittaker,Rensselaer Polytechnic Institute
40477,Laurel Korholz,Wesleyan University
78382,Mark Everett,University of Florida
50989,Tiffany Cohen,University of Maine
27825,Neil Stam,Springfield College
102559,Jack Keane,New York University
85481,Mike Elliott,Fort Lewis College
76943,Lennox Stewart,Brevard College
921459," Zantzinger, Borie & Medary",University of Pennsylvania
900769,Sherwood Curran,Cornell University
96119,Bob Owen,Washburn University
78268,Chan Coulter,University of Iowa
75012,Jaime Annexy,University of Pennsylvania
62736,Charles Leaf,Trinity College
95211,Geoffrey Mason,Bowdoin College
3254,B. J. Wallace,Mississippi State University
79141,Arthur Tuck,University of Oregon
31304,"Jim Culhane, Jr.",Southern Connecticut State University
40655,Hugh Foley,Boston University
100471,Sandra Whyte,Harvard University
92171,Larry Martin,Fort Lewis College
60909,Courtenay Becker-Dey,Eckerd College
44799,Walter Zobell,Montana State University
2252,Edward Weston,Illinois College
78981,Harlow Rothert,Stanford University
11126,Rod McLain,Union College
51517,Howard Patterson,Michigan State University
5280,Tammy Jackson,University of Florida
51414,Bob Jackson,University of Arizona
922340,Sharon Geary,Stanford University
82537,Kristen Talbot,Skidmore College
32920,Dawn Allinger,Washington State University
102083,Sami Jo Small,Stanford University
37199,St George Ashe,Trinity College
82111,Terry Porter,University of Maine
5795,Larry Brown,University of Kansas
60565,Dave Auble,Ithaca College
921780,Philip Hale,Boston University
11077,Eric Evans,Dartmouth College
921609, Holabird & Root,Cornell University
44635,Jay Clark,Grinnell College
60685,Larry Lauchle,University of Pennsylvania
6336,Magic Johnson,Michigan State University
60446,Vladimir Bakulin,National University
78487,Jack Guiney,Lehigh University
56982,Phil Grippaldi,Montclair State University
97136,Ansten Samuelstuen,University of Denver
53323,Rudy Suwara,San Diego State University
79144,John Tuttle,Auburn University
57014,Joe Puleo,Michigan State University
71524,Paul Donovan,University of Arkansas
923741,Emmit King,Unity College
37356,Alister Kirby,Magdalen College
3257,Craig Wilson,Kansas State University
79172,Quincy Watts,University of Southern California
11161,John van Dyke,George Washington University
85867,Dates Fryberger,Middlebury College
65940,Lynn Williams,San Diego State University
72434,Yoshiro Asakuma,National University
78842,John Nicholson,Rice University
60633,Angus Frantz,Princeton University
68095,Henri Brault,National University
79920,Charles Newton Robinson,Trinity College
900834,Maurice Powers,New York University
18205,Frederick Taylor,University of Pennsylvania
61145,Bill Allen,Colorado College
95268,John Mayasich,Boston College
20348,Yogi Hightower,Old Dominion University
54254,Michael O'Connor,Trinity College
23719,Kin Hoitsma,Unity College
98205,Chris Terreri,Providence College
8675,Toby Gibson,Eastern Washington University
51227,Janie Wagstaff,University of Florida
82918,Yelena Valova,Robert Morris University
86392,Wally Halder,Trinity College
60729,Jim Peckham,Emerson College
110244,Gillian Apps,Dartmouth College
77922,Barbara Mueller,DePaul University
98353,"Ralph Townsend, Jr.",Williams College
902378,Tommy Keyes,University of Mississippi
63061,Stewart Morris,Trinity College
60793,Travis West,Portland State University
78205,Bill Carr,University of Pennsylvania
99532,Andy LeRoy,University of Denver
51023,Mary Freeman,University of Pennsylvania
23816,Alfred Walker,Yale University
20347,Laurel Hershey-Martin,Lebanon Valley College
98924,Bill White,University of Northern Colorado
1426,Dot Richardson,Liberty University
51214,Ashley Tappin,University of New Orleans
920198,Zhang Anzhi,New York University
53286,Rich Duwelius,Mitchell College
31400,Chet Phillips,Temple University
51497,Pablo Morales,Stanford University
89567,Chuck Leonowicz,Ithaca College
902362,Herman Goldberg,University of Rochester
40886,Otto Stekl,University of Pennsylvania
45972,Bob Kasting,Yale University
53239,Ninja Jorgensen,Occidental College
922628,Richard Mason,Vanderbilt University
53228,Deitre Collins,San Diego State University
902281,Burton Strange,Yale University
69179,Martin Hyman,Hampton University
77964,Maren Seidler,Tufts University
901533,Albert Phillips,Manchester University
51629,Win Young,University of Arizona
25261,James Mitchell,Manchester University
31454,Dave Thor,Temple University
51555,Brad Schumacher,University of the Pacific
60697,Milton MacWilliam,Cornell University
42363,Cyril Mackworth-Praed,Trinity College
5405,Cindy Noble,University of Kentucky
73240,Jean Hamilius,Cornell University
2781,Richey Reneberg,Southern Methodist University
899045,Andrés Botero,Stanford University
51276,Brad Bridgewater,University of Southern California
23672,Daniel Bukantz,New York University
60636,Dan Gable,University of Iowa
57011,Ken Patera,Brigham Young University
78047,Ray Armstead,Truman State University
50973,Betty Brey,George Washington University
8798,Spider Webb,Idaho State University
37458,Ronald Sanderson,Trinity College
2729,Linda French,University of San Diego
69272,Duncan Macmillan,Trinity College
83045,Ellen Williams,The University of Montana
100821,Lewis Watson,Syracuse University
64102,William Ward,Trinity College
32970,Robert Dean,Northwestern University
82204,Kathleen Ann Roberts-Homstad,The University of Montana
27788,Benny McLaughlin,Temple University
66238,Tony Sharpe,Clemson University
79574,Shana Williams,Syracuse University
72707,Tekla Chemabwai,Chicago State University
27688,Yari Allnutt,University of Portland
78043,Otto Anderson,University of Southern California
45928,Stephen Clarke,University of Florida
12333,Harry Llewellyn,Trinity College
11162,Dennis Van Valkenburgh,Carolina University
902333,Paul Amen,Wake Forest University
78343,Walter Drumheller,University of Pennsylvania
40916,Mike Vespoli,Wichita State University
20352,Mary Koboldt,University of Iowa
62929,John Mathias,Niagara University
31414,Bill Roetzheim,Florida State University
31299,William Bonsall,West Virginia University
65044,Jerry Wisdom,The University of Texas at El Paso
1447,Dani Tyler,Drake University
79050,Rick Sloan,Washington State University
42768,Zoltán Soós-Ruszka Hradetzky,Fordham University
69268,Don Macgregor,Andrews University
66142,Garfield MacDonald,University of Pennsylvania
81567,Kathy Kreiner,University of Utah
78250,Sam Colson,Clemson University
78773,Paul McMullen,Eastern Michigan University
111132,Hank Whisher,Ithaca College
902365,Richard Griesser,University of Arizona
79107,Norm Taber,Brown University
51426,Dan Jorgensen,University of Southern California
71500,John Joe Barry,Villanova University
45218,Jon Henricks,University of Southern California
51304,Rob Cragg,University of Pennsylvania
83886,Doug Bateman,Washington & Jefferson College
78034,Claude Allen,Syracuse University
78744,Ollie Matson,University of San Francisco
44579,Wanda Jewell,Washington State University
71498,Perri Williams,Lane College
100217,Erin Gleason,Northern Michigan University
20396,Jimmy Gentle,University of Pennsylvania
71512,Phil Conway,Springfield College
742,Rene Simpson-Alter,Texas Christian University
51249,Paige Zemina,University of Florida
1005172,Byrd Mock,Park University
78093,Percy Beard,University of Florida
98188,Billy Taylor,University of Vermont
97786,Ron Steele,University of Utah
77941,Connie Price-Smith,University of Mississippi
20355,Antoinette Lucas,James Madison University
63174,Charlie Ogletree,Old Dominion University
31475,Herman Witzig,New York University
51030,Barbara Gilders,Kenyon College
95458,Hubert Miller,Albany Law School
23774,Tom Orley,Stanford University
99433,Katie Monahan,University of New England
78379,Dwayne Evans,University of Arizona
78653,Roger Kingdom,University of Pennsylvania
110240,Kim Insalaco,SUNY Brockport
37304,Philip Fleming,Magdalen College
5365,Nikki McCray,Old Dominion University
110250,Sarah Vaillancourt,Harvard University
78491,Albert Gutterson,University of Vermont
902736,Alexander Brott,The Juilliard School
51025,Carol Frick,University of Mary
78333,Eastman Doolittle,Butler University
88233,Jean-Claude Rabbath,United States Sports Academy
77771,Roberta Brown,Duke University
87974,Karlos Kirby,Drake University
51107,Shelley Mann,American University
78799,Tom Moffitt,University of Pennsylvania
51591,Ed Townsend,Yale University
40668,Jim Gardiner,Seattle University
79168,Tony Washington,Syracuse University
99770,Betsy Shaw,University of Vermont
921453,Boris Blai,Temple University
902428,George Zucca,University of San Francisco
40516,Dré Thies,SUNY Oneonta
40712,Shorty Hunt,Seattle University
921593,Salvatore Pinto,The University of the Arts
60742,Jack Riley,Northwestern University
37242,Dickie Burnell,Magdalen College
902345,Will Clark,Mississippi State University
31313,Trent Dimas,University of Arizona
85336,Stan Dunklee,University of Vermont
53251,Marilyn McReavy,Texas State University
27741,Mike Flater,Colorado School of Mines
95573,Gene Morgan,Methodist University
3250,Chris Roberts,Stetson University
95462,"Ralph Miller, Jr.",University of Kentucky
60687,Pete Lee,Ball State University
71548,John Lawlor,Boston University
101589,Joe Pack,University of Utah
40813,Tom Murray,Boston College
37316,Donald Gollan,Trinity College
53307,Jeff Nygaard,Whittier College
51092,Karen LaFace,Brown University
920954,Shigenobu Ito,National University
54934,Bob Hughes,Unity College
95950,Terry O'Brien,University of Maine
80729,Barbara Britch,Methodist University
23694,Ed Donofrio,Pepperdine University
60623,Mike Farina,Iowa State University
97851,Pepi Stiegler,Montana State University
44653,Bret Erickson,Midland University
902338,Andy Benes,University of Evansville
5152,Ruthie Bolton-Holifield,Auburn University
86222,Cliff Gray,Cornell University
78255,Hal Connolly,Boston College
64779,Ian Reed,Stanford University
96864,"Jack Riley, Jr.",Dartmouth College
902734,Barbara Pentland,The Juilliard School
85667,Francis Feltman,Utah State University
32969,Randy Dean,Northwestern University
5379,Cheryl Miller,Smith College
23823,Ed Wright,Unity College
71506,Cummin Clancy,Villanova University
23651,Paul Apostol,New York University
78334,Herb Douglas,Xavier University
85334,Mike Dunham,University of Maine
53246,Rose Magers,University of Houston
6032,Clyde Drexler,University of Houston
33308,Celita Schutz,Yale University
77981,Lynda Hughes Sutfin,University of Oregon
78749,Willie May,University of Chicago
921499,Beatrice Fenton,Pennsylvania Academy of the Fine Arts
78042,Norman Anderson,University of Southern California
75987,Eva Ernström,San Diego State University
78128,Verne Booth,University of Delaware
66137,Brant Little,University of Notre Dame
3240,Matt LeCroy,Clemson University
84886,Bill Cox,Macalester College
40482,Jennie Marshall,University of Pennsylvania
37481,Jan Sturrock,Magdalen College
44784,Eric Uptagrafft,West Virginia University
53229,Rita Crockett,University of Iowa
51079,Jenny Keim,La Salle University
31267,Boris Shakhlin,National University
88649,Georg Krog,University of Denver
44751,Arthur Rothrock,Ohio Northern University
61308,Ed Bennett,Oregon State University
31417,Art Rosenkampff,New York University
78740,Roy Martin,Southern Methodist University
5194,Cynthia Cooper,University of Southern California
51456,David Larson,University of Florida
902351,Ben Dolson,Auburn University
78009,Willye White,Chicago State University
53255,Elaina Oden,University of the Pacific
95371,Marvin Melville,University of Utah
78809,Boo Morcom,University of Pennsylvania
72635,Hiroshi Tanaka,National University
78517,Tim Harden,University of Kentucky
7668,Ernesto Porto,Eastern University
901534,Henry Prime,Rensselaer Polytechnic Institute
95332,Chris McNeill,Montana State University
51401,Charlie Hickcox,Kentucky State University
73503,Juan Escutia,Presbyterian College
11039,Louise Holcombe,Goucher College
78747,Robert Maxwell,Pomona College
5129,Jennifer Azzi,University of San Francisco
51203,Marilee Stepan,University of Notre Dame
78116,Ed Black,University of Maine
65851,France Gareau,York University
37408,John Meyrick,Emmanuel College
921474,Roland Coate,Cornell University
79163,Art Walker,Morehouse College
44786,Herbert Voelcker,University of Rochester
6178,Tex Gibbons,Southwestern College
85565,Mike Eruzione,Boston University
40942,Tim Young,Connecticut College
40583,Steve Christiansen,University of Pennsylvania
110241,Chanda Gunn,Eastern University
11045,Linda Murray-Dragan,University of Mary
64752,Peter Mullins,Washington State University
68955,Noel Chavasse,Trinity College
901523,Hugh Ginn,Manchester University
35157,Tom Lough,Unity College
32975,Tim Dykstra,Eastern Illinois University
96461,Scott Pladel,Eastern University
44745,Bob Rodale,Lehigh University
53226,Linda Chisholm,Pepperdine University
78060,Rink Babka,Menlo College
77862,D'Andre Hill,Texas Christian University
61436,Jim Brady,College of Charleston
36129,Mike Evans,Princeton University
78432,Sol Furth,New York University
32941,Sam Jones,Carolina University
78096,Wade Bell,University of Oregon
53958,Gerry Worsell,University of New England
40434,Pam Behrens,Albright College
23690,Miguel de Capriles,New York University
84774,Gerry Ciarcia,Bowdoin College
78838,Herm Nelson,Western Washington University
51042,Nicole Haislett,University of Florida
72615,Bunta Suzuki,National University
96900,Don Robison,University of Utah
44710,Bill Libbey,Princeton University
96712,Beattie Ramsay,Princeton University
51505,Jack Nelson,University of Miami
91887,Jim Logue,Merrimack College
96428,Robert Pidacks,University of Maine
99352,Marc Pelchat,Northern Michigan University
46026,Bill Slater,University of Pennsylvania
68715,Liz McColgan,The University of Alabama
62917,Will Martin,Duke University
80852,Katie Class,Morehead State University
78217,Rex Cawley,University of Southern California
16707,Al Stiller,University of Utah
40547,Cyrus Beasley,Emory University
902387,Tino Martinez,The University of Tampa
21137,Ernie Simon,Wayne State University
78727,Dave Maggard,University of Houston
77842,Paula Girven,University of Mary
78568,Gayle Hopkins,University of Arizona
2727,Gigi Fernandez,University of South Florida
27814,Hugo Salcedo,Whittier College
7165,Ken Spain,University of Houston
20381,Newbold Black,University of Pennsylvania
78209,Mike Carter,Southern Methodist University
22390,Andreas Vgenopoulos,Long Island University
78256,James Connolly,Georgetown University
40690,John Hartigan,University of Pennsylvania
23819,Peter Westbrook,New York University
87799,Peter Karns,University of Utah
44755,Reginald Sayre,Columbia College
78613,Pitch Johnson,Drake University
62700,Hank Lammens,Lawrence University
23758,David Micahnik,University of Pennsylvania
80864,Lindy Cochran,University of Vermont
66101,Len Hutton,University of Notre Dame
60450,Sergey Beloglazov,Lehigh University
51604,Kent Vosler,University of Florida
20372,Judy Strong,Smith College
98774,Herb Wakabayashi,Boston University
63607,Peter Scott,Trinity College
31398,Fred Orlofsky,Western Michigan University
77756,Kim Batten,Florida State University
37290,Sebastian Earl,Magdalen College
99027,Jim Wood,Manchester University
78857,Al Oerter,University of Kansas
1005233,Jack Wilson,University of Denver
40600,Tom Curran,Temple University
27681,Tiffeny Milbrett,University of Portland
68950,Meyrick Chapman,Magdalen College
29286,Diane Simpson,Northwestern University
32942,Portia Lack,Adelphi University
78989,Alberto Salazar,University of Oregon
45862,Pam Rai,National University
40901,John Terwilliger,Seattle Pacific University
46049,Mel Zajac,University of Florida
48159,Richárd Bodor,Stanford University
78070,Ken Bantum,Manhattan College
900781,Bill Latimer,University of Utah
98036,Tim Sweeney,Boston College
53316,Eric Sato,Pepperdine University
921584,Louise Nimmo,Grinnell College
31320,Sid Freudenstein,Metropolitan State University
35171,Scott Taylor,University of Oregon
2302146,Herbert Southwell,Magdalen College
78409,Charles W. Foster,Clemson University
78101,Frank Belote,University of Chicago
53328,Marc Waldie,Wichita State University
92181,Henry Martineau,Trinity College
100853,Warren Ingersoll,Princeton University
78109,Terry Beucher,University of Kansas
20374,Sandy Vander-Heyden,Plymouth State University
32949,Angie Raynor,Fort Lewis College
60601,Jerry Conine,Washington State University
77759,Kelly Blair,University of Oregon
78582,Scott Huffman,University of Kansas
29296,Becky Turner,Kennesaw State University
57134,Aghasi Manukyan,Northern Michigan University
40775,John Matthews,Worcester Polytechnic Institute
78352,Robert Dunne,University of Chicago
32989,Bryant Johnson,The University of Tampa
100248,Dan Weinstein,Dartmouth College
40795,Ed Mitchell,University of Pennsylvania
78455,Matt Giusto,University of Arizona
60750,Joe Sade,University of Oregon
82007,Maribel Owen,Boston University
85493,David Emma,Boston College
120017,Joan Rosazza,Boston College
87650,Ron Joseph,Northwestern University
81839,Georgette Thiollière-Miller,Massachusetts Institute of Technology
51245,Carolyn Woods,University of Arizona
78071,Kirk Baptiste,University of Houston
85018,Peter Dascoulias,Webster University
64991,Debbie Ferguson-McKenzie,University of Houston
66528,Liu Changchun,Eastern University
76905,Cliff Bertrand,New York University
40631,James Edmonds,Syracuse University
32993,Bill Kessler,Adelphi University
921655,William Zorach,Cleveland Institute of Art
85897,Andy Gabel,Marquette University
53227,Janet Cobbs,Dakota State University
44575,Kim Dyer,Tennessee State University
79150,Bob Van Osdel,University of Southern California
78470,Merwin Graham,University of Kansas
100720,John LeClair,University of Vermont
20362,Char Morett,Boston College
902442,Bob Campbell,Rensselaer Polytechnic Institute
99036,Jason Woolley,Michigan State University
60627,Ernie Fischer,University of Mary
921464,Joe Brown,Temple University
78252,Ray Conger,Carleton College
40801,John Moore,Duke University
87064,Rosemary Ryan,Boston University
40472,Kathy Keeler,Wesleyan University
78757,Joe McCluskey,Fordham University
9238,Barb Olmsted,West Virginia University
20338,Beth Beglin,University of Iowa
51602,Lou Vitucci,University of Pennsylvania
60626,Ron Finley,University of Oregon
78283,Frank Cuhel,University of Iowa
55724,Ron Eland,York University
110242,Pam Dreyer,Brown University
95951,Jack O'Callahan,Boston University
45196,Peter Evans,University of Arizona
901539,Rick Wilson,Rensselaer Polytechnic Institute
102558,Bill Havens,George Washington University
82049,Beth Paxson,University of Vermont
23746,Brooke Makler,University of Pennsylvania
44582,Nancy Napolski-Johnson,University of Kentucky
95485,Mark Mitchell,Hamline University
78365,Clem Eischen,Washington State University
51189,Susan Shields,University of Kentucky
8749,Pete Rademacher,Washington State University
17961,Walter Buckmaster,Trinity College
100904,Zacharia Ofri,New York University
33207,Grace Jividen,Canisius College
85478,Lloyd Ellingson,University of Utah
69602,Arthur Willis,Emmanuel College
23664,Burke Boyce,Rensselaer Polytechnic Institute
60564,Lloyd Appleton,New York University
921437,Robert Andrews,Tufts University
5767,Ron Bontemps,Beloit College
65990,Carlton Chambers,Clemson University
40794,Bill Miller,Eastern University
24424,Chen Zhenhe,National University
29230,Colleen Casey,University of Iowa
47409,Reg Sutton,National University
47270,Duncan Goodhew,American University
920214,Oscar Gundlach-Pedersen,The School of Architecture
51020,LeLei Fonoimoana,Brigham Young University
40702,David Higgins,Boston University
20341,Pam Bustin,Duke University
17946,Norman Whitley,Emmanuel College
902339,Tom Black,Mississippi College
921599," Proudfoot, Rawson & Souers",Massachusetts Institute of Technology
81039,Tracy Evans,University of Utah
86612,Mike Hessel,University of Oregon
902561,LeAnn Shannon,Florida International University
47443,David Wilkie,University of Miami
78617,Wayne Johnson,Wabash College
50971,Beth Botsford,University of Arizona
902448,James Eagan,Johns Hopkins University
46391,Emad El-Shafei,University of Mary
18250,John O'Neil,Santa Clara University
44791,Lones Wigger,Montana State University
95459,Jack Miller,Regis University
77812,Pat Donnelly,San Diego State University
45643,Willy Otto Jordan,Yale University
66232,Bryan Saunders,Unity College
54929,Ken Hahn,DePaul University
5737,Ron Bissett,Seattle University
78923,Jason Pyrah,Brigham Young University
64782,Colin Ridgeway,Lamar University
78887,Mel Pender,Adelphi University
69544,Bruce Tulloh,Hampton University
53306,Chuck Nelson,Washburn University
100353,Thérèse Brisson,York University
66204,Milt Ottey,The University of Texas at El Paso
40436,Carol Bower,University of Pennsylvania
78153,Bryan Bronson,Rice University
29260,Missy Marlowe,University of Utah
97725,Bill Spencer,University of Utah
37252,Waldo Carver,Trinity College
66030,Phil Edwards,New York University
900766,John Calder,Hamilton College
78685,Jim Lea,Santa Clara University
2302137,Peter Hunter Gaskell,Trinity College
99824,Stacey Blumer,University of Vermont
78131,Lloyd Bourgeois,University of New Orleans
72239,Kathleen Russell,Smith College
99804,Mariano Ferrario,University of Utah
11031,Shirley Dery-Batlik,Adelphi University
902548,Jay Warwick,Montana State University
78890,Tom Petranoff,Boston University
902551,Cheri Blauwet,Emerson College
902470,Louis Nixdorff,Johns Hopkins University
78943,Butch Reynolds,Ohio Dominican University
96960,Ron Rossi,Manhattan College
77962,Kate Schmidt,Occidental College
902455,Daymon Jordan,Rensselaer Polytechnic Institute
40498,Shyril O'Steen,Seattle University
72316,Neville Myton,San Jose State University
40508,Missy Schwen-Ryan,Georgetown University
40607,Tom Darling,Syracuse University
77802,Leslie Deniz,Unity College
96976,Jean-Yves Roy,University of Maine
84937,John Cunniff,Boston College
902447,Marty Davis,George Washington University
61363,Norman Bingley,Magdalen College
44778,Michael Theimer,Midwestern State University
87365,Stu Irving,Merrimack College
60696,William Lyshon,University of Pennsylvania
40828,John Pescatore,University of Pennsylvania
32973,Scott Driggers,Colorado College
51236,Amy White,Southern Methodist University
5160,Cindy Brogdon,Mercer University
902377,Clarence Keegan,University of Maine
37363,John Lander,Trinity College
31348,Steve Hug,Stanford University
85514,Jon Engen,Montana State University
69648,Ulla Donath,National University
920800,Edward Louis Lawrenson,Trinity College
40446,Ruth Davidon,Haverford College
85823,Donald Fraser,University of Vermont
62384,Charles Horter,Drexel University
61905,Carlos Echeverria,University of Pennsylvania
6817,Michael Pappert,University of Redlands
40788,Louis McMillan,Naval Postgraduate School
5953,Chuck Darling,University of Iowa
84029,Guttorm Berge,Whitman College
900785,Pat Moore,Northern Michigan University
40444,Julia Chilicki,University of Rhode Island
5263,Lucy Harris,Delta State University
40502,Kelly Rickon,Point Loma Nazarene University
51237,Ashley Whitney,University of Georgia
63935,"Juan Torruella, Sr.",Boston University
83511,Charlie Akers,University of Maine
6703,Mou Zuoyun,Springfield College
51110,Angel Martino,Furman University
81821,Linda Meyers,University of Utah
68861,Ray Barkway,Manchester University
37451,Tony Rowe,Trinity College
95899,Dwayne Norris,Michigan State University
902443,Bill Coleman,Rensselaer Polytechnic Institute
8610,Jerry Armstrong,Idaho State University
35149,Dick Gruenther,Springfield College
64524,Christine Hunt,University of Florida
64989,Jackie Edwards,Stanford University
78336,Walter Dray,Yale University
99565,Kristina Sabasteanski,University of Southern Maine
84357,Peter Brennan,University of Hartford
53248,Miki McFadden,Unity College
72554,Nam Sung-Yong,National University
18259,Alan Valentine,University of Rochester
97055,Fred Rössner,National University
83930,Mark Beaufait,Northern Michigan University
72779,Moses Kiptanui,University of Wyoming
96936,Bob Rompre,Colorado College
21022,Felicia Zimmermann,Stanford University
40940,James Wynne,University of Pennsylvania
51132,Melisa Moses,University of North Florida
100309,Stacey Liapis,Bemidji State University
20370,Brenda Stauffer,Immaculata University
84817,Bob Cochran,University of Vermont
66202,George Orton,University of Pennsylvania
29261,Betty Jean Maycock,University of Mary
79134,Fred Tootell,University of Rhode Island
27771,Harry Keough,Unity College
110245,Carla MacLeod,University of Wisconsin-Madison
80589,Leslie Bancroft-Krichko,University of Vermont
78506,Rudy Haluza,University of Nebraska at Omaha
88009,Jeff Klaiber,Marquette University
702034,George Bancroft,Manchester University
78972,Steve Roller,Unity College
81889,Suna Murray,Trinity College
11136,Peter Newton,Western Washington University
63631,John Shadden,University of Pennsylvania
45908,Garnet Ault,Georgetown University
40919,John Wade,Mississippi State University
68857,Roger Bannister,Harvard University
53254,Beverly Oden,University of the Pacific
16503,Craig Schommer,San Jose State University
88503,Mark Konopacke,Michigan State University
27691,Imad Baba,Clemson University
44796,Webster Wright,West Virginia University
100371,Stacy Wilson,Bowdoin College
40657,Alan Forney,Seattle Pacific University
36075,Gordon Balfour,York University
100352,Jennifer Botterill,Harvard University
921805,Kiril Shivarov,Sofia University
902420,Carson Thompson,Temple University
44593,Margaret Murdock,Washburn University
85176,Dick Desmond,Dartmouth College
902267,Ray Hulen,Temple University
40622,Dick Dreissigacker,Brown University
20387,Henry Clifford,University of Pennsylvania
45783,Betty Edwards,York University
85490,Vic Emery,Harvard University
102174,Courtney Kennedy,Boston College
18764,Robin Fletcher,Trinity College
40665,Jason Gailes,University of Rhode Island
97446,Clarence Servold,University of Denver
86465,Ted Hargreaves,Brigham Young University
27758,Mike Ivanow,University of San Francisco
78557,Len Hilton,University of Houston
20389,Steve Danielson,San Diego State University
13833,Ken Carpenter,San Francisco State University
77839,Carla Garrett,Unity College
77888,Trish King,University of Oregon
77786,Kym Carter,University of Houston
40867,Steven Segaloff,Cornell University
920209,Sonja Carstensen,The School of Architecture
79321,Orde Ballantyne,University of Idaho
40656,Kenneth Foote,Brown University
77916,Jearl Miles-Clark,University of Connecticut
20385,Lanny Buck,Williams College
29234,Kathy Corrigan,Springfield College
78148,Charles Brickley,Boston College
63076,Patrick Muglia,American University
22079,Michael Alexander,Yale University
37411,Robert Morrison,Trinity College
62853,Charles MacIver,Trinity College
45231,John Konrads,University of Southern California
51230,Anne Warner,Stanford University
921548,John Koopman,Pennsylvania Academy of the Fine Arts
40701,Charles Hewitt,University of Pennsylvania
921627,Benton Spruance,University of Pennsylvania
11042,Leslie Klein,Middlebury College
98985,Greg Windsperger,University of Wyoming
62951,Allen McClure,University of New Orleans
82125,Heidi Preuss,University of Utah
27787,Matt McKeon,Saint Louis University
79121,John Thomas,Boston University
77893,Pam Kurrell,Unity College
40846,"John Riley, Jr.",University of Rhode Island
65899,Marita Payne Wiggins,University of Kansas
40457,Amy Fuller,San Diego State University
79060,LaMont Smith,University of Houston
40784,Art McKinlay,Boston University
22603,Aldo Aureggi,National University
64075,"Gene Walet, Jr.",University of New Orleans
902445,Dick Coons,Rensselaer Polytechnic Institute
96954,Gary Ross,University of North Dakota
11100,Horace Holden,Duke University
79721,William Eaton,Amherst College
51498,Jay Mortenson,Stanford University
101874,Mike Kohn,George Mason University
72271,Norman Edwards,University of Georgia
84936,Bruce Cunliffe,Dartmouth College
128838,Staci Wilson,Florida Atlantic University
57019,Rich Schutz,Northeastern Illinois University
86913,Tasha Danvers,University of Southern California
920436,Delmar Banner,Magdalen College
51004,Susan Doerr,University of Pennsylvania
18245,Lou Hunter,Santa Clara University
79007,Clyde Scott,University of Arkansas
23727,Stephen Kaplan,New York University
80803,Karen Cashman,Northern Michigan University
64080,Stuart Walker,Middlebury College
78069,Jeff Bannister,Boston College
77968,Janell Smith,Pittsburg State University
20838,Colette Flesch,Wellesley College
3235,Charles Johnson,University of Miami
7258,Jeff Turner,Vanderbilt University
920890,Pier Luigi Nervi,Harvard University
87868,Charlie Kellogg,Williams College
47394,Graeme Smith,Manchester University
78210,Nate Cartmell,University of Pennsylvania
27682,Carla Overbeck,Duke University
51307,Troy Dalbey,University of Florida
78714,Harvey Lord,University of Chicago
921625,Walt Speck,Wayne State University
45941,Erik Fish,Yale University
79090,Brian Stanton,University of Houston
78969,Brandon Rock,University of Arkansas
21002,Muriel Guggolz,Cornell University
921445,Chester Beach,Barnard College
51557,Marquard Schwarz,Yale University
31456,Don Tonry,Yale University
99117,Henry Yglesias,Trinity College
11052,Drusilla van Hengel,Dartmouth College
16500,Robert Schneider,Williams College
51528,Jim Reilly,New York University
86719,Joe Holland,University of Vermont
78934,Lambert Redd,Bradley University
37241,Charles Burnell,Magdalen College
2302147,Richard Stanhope,Magdalen College
32951,Cindy Stinger,Davis & Elkins College
73531,Enrique Labadie,University of Arizona
78106,Barney Berlinger,University of Pennsylvania
3228,Chad Green,University of Kentucky
78800,Fred Moloney,University of Chicago
8764,Ed Sanders,Idaho State University
78674,Sherman Landers,University of Pennsylvania
68839,Laurie Anderson,Trinity College
51543,Doug Russell,The University of Texas at Arlington
77834,Barbara Friedrich,Kean University
17977,Charles Miller,Trinity College
78317,Clarence DeMar,University of Vermont
37269,John Couchman,Princeton University
78313,Tony Dees,University of Mississippi
23688,Martin Davis,New York University
78319,Elliott Denman,New York University
79192,Lou Wilkins,University of Chicago
85830,Frank Fredrickson,Princeton University
78110,Bruce Bickford,Eastern University
73682,Frankie Fredericks,Brigham Young University
2759,Ken Flach,Vanderbilt University
40540,Malcolm Baker,Brown University
78802,Irving Mondschein,University of Pennsylvania
18243,Jim Fitzpatrick,Santa Clara University
78995,Wes Santee,University of Kansas
51213,Sheila Taormina,University of Georgia
100258,Scott Koons,Northern Michigan University
47360,David Parker,University of Miami
36287,George Tintor,University of Pennsylvania
51061,Jennifer Hooker,Vanderbilt University
23762,John Moreau,Texas State University
921579,Carl Mose,Carleton College
902337,Joe Belak,Black Hills State University
892098,John Eberhardt,Kansas Wesleyan University
29278,Sharon Richardson,Coe College
66146,Peter Maher,Tennessee State University
78464,James Gordon,Lehigh University
98278,Dave Tippett,University of North Dakota
87249,Tom Hurley,Clarkson College
6548,Clyde Lovellette,University of Kansas
51385,John Hargis,University of Arkansas
66020,Gord Dickson,Drake University
32994,Steve Kirk,Villanova University
20354,Donna Lee,Boston College
